*** UNIVERSALMUTATOR ***
MUTATING WITH RULES: universal.rules, solidity.rules, c_like.rules
SKIPPED 182 MUTANTS ONLY CHANGING STRING LITERALS
15110 MUTANTS GENERATED BY RULES
PROCESSING MUTANT: 66:         address borrower;        // borrower address to take from  ==>          address borrower;        //  address to take from...VALID [written to mutants/Auctions/Auctions.mutant.0.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is  (same amount for ERC20 pool, rounded collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.308.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled  amount for ERC20 pool, rounded collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.309.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same  for ERC20 pool, rounded collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.310.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount  ERC20 pool, rounded collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.311.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for  pool, rounded collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.312.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20  rounded collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.313.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool,  collateral for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.314.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded  for NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.315.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral  NFT pool)....VALID [written to mutants/Auctions/Auctions.mutant.316.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for  pool)....VALID [written to mutants/Auctions/Auctions.mutant.317.sol] 
PROCESSING MUTANT: 722:      *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT pool).  ==>       *  @return remainingCollateral_   Collateral remaining after auction is settled (same amount for ERC20 pool, rounded collateral for NFT ...VALID [written to mutants/Auctions/Auctions.mutant.318.sol] 
PROCESSING MUTANT: 734:         if (poolType_ == uint8(PoolType.ERC721)) {  ==>          if (poolType_ >= uint8(PoolType.ERC721)) {...VALID [written to mutants/Auctions/Auctions.mutant.319.sol] 
PROCESSING MUTANT: 738:             remainingCollateral_ = (borrowerCollateral_ / Maths.WAD) * Maths.WAD; // floor collateral of borrower  ==>              remainingCollateral_ = (borrowerCollateral_ / Maths.WAD) * Maths.WAD; //  collateral of borrower...VALID [written to mutants/Auctions/Auctions.mutant.320.sol] 
PROCESSING MUTANT: 741:             if (remainingCollateral_ != borrowerCollateral_) {  ==>              if (remainingCollateral_ <= borrowerCollateral_) {...VALID [written to mutants/Auctions/Auctions.mutant.321.sol] 
PROCESSING MUTANT: 741:             if (remainingCollateral_ != borrowerCollateral_) {  ==>              if (remainingCollateral_ < borrowerCollateral_) {...VALID [written to mutants/Auctions/Auctions.mutant.322.sol] 
PROCESSING MUTANT: 741:             if (remainingCollateral_ != borrowerCollateral_) {  ==>              if (true) {...VALID [written to mutants/Auctions/Auctions.mutant.323.sol] 
PROCESSING MUTANT: 741:             if (remainingCollateral_ != borrowerCollateral_) {  ==>              if (1==1) {...VALID [written to mutants/Auctions/Auctions.mutant.324.sol] 
PROCESSING MUTANT: 753:                 bucketIndex = auctionPrice > MIN_PRICE ? _indexOf(auctionPrice) : MAX_FENWICK_INDEX;  ==>                  bucketIndex = auctionPrice >= MIN_PRICE ? _indexOf(auctionPrice) : MAX_FENWICK_INDEX;...VALID [written to mutants/Auctions/Auctions.mutant.325.sol] 
PROCESSING MUTANT: 765:             emit AuctionNFTSettle(borrowerAddress_, remainingCollateral_, lps, bucketIndex);  ==>              emit AuctionNFTSettle(borrowerAddress_, lps, remainingCollateral_, bucketIndex);...VALID [written to mutants/Auctions/Auctions.mutant.326.sol] 
PROCESSING MUTANT: 765:             emit AuctionNFTSettle(borrowerAddress_, remainingCollateral_, lps, bucketIndex);  ==>              emit AuctionNFTSettle(borrowerAddress_, remainingCollateral_, bucketIndex, lps);...VALID [written to mutants/Auctions/Auctions.mutant.327.sol] 
PROCESSING MUTANT: 765:             emit AuctionNFTSettle(borrowerAddress_, remainingCollateral_, lps, bucketIndex);  ==>              /*emit AuctionNFTSettle(borrowerAddress_, remainingCollateral_, lps, bucketIndex);*/...VALID [written to mutants/Auctions/Auctions.mutant.328.sol] 
PROCESSING MUTANT: 817:         vars.borrowerDebt       = Maths.wmul(kickResult_.t0KickedDebt, poolState_.inflator);  ==>          vars.borrowerDebt       = Maths.wmul( poolState_.inflator,kickResult_.t0KickedDebt);...VALID [written to mutants/Auctions/Auctions.mutant.329.sol] 
PROCESSING MUTANT: 821:         if (_isCollateralized(vars.borrowerDebt, vars.borrowerCollateral, kickResult_.lup, poolState_.poolType)) {  ==>          if (_isCollateralized(vars.borrowerDebt, kickResult_.lup, vars.borrowerCollateral, poolState_.poolType)) {...VALID [written to mutants/Auctions/Auctions.mutant.330.sol] 
PROCESSING MUTANT: 826:         vars.neutralPrice = Maths.wmul(borrower.t0Np, poolState_.inflator);  ==>          vars.neutralPrice = Maths.wmul( poolState_.inflator,borrower.t0Np);...VALID [written to mutants/Auctions/Auctions.mutant.331.sol] 
PROCESSING MUTANT: 864:         vars.kickPenalty   = Maths.wmul(vars.t0KickPenalty, poolState_.inflator);  ==>          vars.kickPenalty   = Maths.wmul( poolState_.inflator,vars.t0KickPenalty);...VALID [written to mutants/Auctions/Auctions.mutant.332.sol] 
PROCESSING MUTANT: 909:         if (params_.poolType == uint8(PoolType.ERC721)) {  ==>          if (params_.poolType >= uint8(PoolType.ERC721)) {...VALID [written to mutants/Auctions/Auctions.mutant.333.sol] 
PROCESSING MUTANT: 917:             Maths.min(takeableCollateral, params_.takeCollateral),  ==>              Maths.min( params_.takeCollateral,takeableCollateral),...VALID [written to mutants/Auctions/Auctions.mutant.334.sol] 
PROCESSING MUTANT: 933:         if (params_.poolType == uint8(PoolType.ERC721)) {  ==>          if (params_.poolType >= uint8(PoolType.ERC721)) {...VALID [written to mutants/Auctions/Auctions.mutant.335.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 + 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.336.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 - 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.337.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 * 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.338.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 % 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.339.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 0.5 it will be 2.5 / 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.340.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 1.5 it will be 2.5 / 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.341.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if -1.5 it will be 2.5 / 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.342.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if (2+1).5 it will be 2.5 / 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.343.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if (2-1).5 it will be 2.5 / 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.344.sol] 
PROCESSING MUTANT: 935:             uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; // solidity rounds down, so if 2.5 it will be 2.5 / 1 = 2  ==>              uint256 collateralTaken = (vars_.collateralAmount / 1e18) * 1e18; //  rounds down, so if 2.5 it will be 2.5 / 1 = 2...VALID [written to mutants/Auctions/Auctions.mutant.345.sol] 
PROCESSING MUTANT: 937:             if (collateralTaken != vars_.collateralAmount) { // collateral taken not a round number  ==>              if (collateralTaken < vars_.collateralAmount) { // collateral taken not a round number...VALID [written to mutants/Auctions/Auctions.mutant.346.sol] 
PROCESSING MUTANT: 937:             if (collateralTaken != vars_.collateralAmount) { // collateral taken not a round number  ==>              if (collateralTaken != vars_.collateralAmount) { //  taken not a round number...VALID [written to mutants/Auctions/Auctions.mutant.347.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken / 1e18) {...VALID [written to mutants/Auctions/Auctions.mutant.348.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken % 1e18) {...VALID [written to mutants/Auctions/Auctions.mutant.349.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) == collateralTaken + 1e18) {...VALID [written to mutants/Auctions/Auctions.mutant.350.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) <= collateralTaken + 1e18) {...VALID [written to mutants/Auctions/Auctions.mutant.351.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 0e18) {...VALID [written to mutants/Auctions/Auctions.mutant.352.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e0) {...VALID [written to mutants/Auctions/Auctions.mutant.353.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e1) {...VALID [written to mutants/Auctions/Auctions.mutant.354.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.min( params_.takeCollateral,borrower_.collateral) >= collateralTaken + 1e18) {...VALID [written to mutants/Auctions/Auctions.mutant.355.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (Maths.max(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {...VALID [written to mutants/Auctions/Auctions.mutant.356.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (true) {...VALID [written to mutants/Auctions/Auctions.mutant.357.sol] 
PROCESSING MUTANT: 938:                 if (Maths.min(borrower_.collateral, params_.takeCollateral) >= collateralTaken + 1e18) {  ==>                  if (1==1) {...VALID [written to mutants/Auctions/Auctions.mutant.358.sol] 
PROCESSING MUTANT: 939:                     collateralTaken += 1e18; // round up collateral to take  ==>                      collateralTaken += 1e18; //  up collateral to take...VALID [written to mutants/Auctions/Auctions.mutant.359.sol] 
PROCESSING MUTANT: 942:                     vars_.excessQuoteToken = Maths.wmul(collateralTaken - vars_.collateralAmount, vars_.auctionPrice);  ==>                      vars_.excessQuoteToken = Maths.wmul( vars_.auctionPrice,collateralTaken - vars_.collateralAmount);...VALID [written to mutants/Auctions/Auctions.mutant.360.sol] 
PROCESSING MUTANT: 946:                     revert CollateralRoundingNeededButNotPossible();  ==>  revert();...VALID [written to mutants/Auctions/Auctions.mutant.361.sol] 
PROCESSING MUTANT: 946:                     revert CollateralRoundingNeededButNotPossible();  ==>                      /*revert CollateralRoundingNeededButNotPossible();*/...VALID [written to mutants/Auctions/Auctions.mutant.362.sol] 
PROCESSING MUTANT: 978:         if (vars_.unscaledDeposit == 0) revert InsufficientLiquidity(); // revert if no quote tokens in arbed bucket  ==>          if (vars_.unscaledDeposit <= 0) revert InsufficientLiquidity(); // revert if no quote tokens in arbed bucket...VALID [written to mutants/Auctions/Auctions.mutant.363.sol] 
PROCESSING MUTANT: 978:         if (vars_.unscaledDeposit == 0) revert InsufficientLiquidity(); // revert if no quote tokens in arbed bucket  ==>          if (vars_.unscaledDeposit == 0) revert InsufficientLiquidity(); //  if no quote tokens in arbed bucket...VALID [written to mutants/Auctions/Auctions.mutant.364.sol] 
PROCESSING MUTANT: 983:         if (vars_.auctionPrice > vars_.bucketPrice) revert AuctionPriceGtBucketPrice();  ==>          if (vars_.auctionPrice >= vars_.bucketPrice) revert AuctionPriceGtBucketPrice();...VALID [written to mutants/Auctions/Auctions.mutant.365.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       +  @return newLup_                The new LUP of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.366.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       -  @return newLup_                The new LUP of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.367.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       /  @return newLup_                The new LUP of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.368.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       %  @return newLup_                The new LUP of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.369.sol] 
     break;...VALID [written to mutants/Auctions/Auctions.mutant.370.sol] 
     continue;...VALID [written to mutants/Auctions/Auctions.mutant.371.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                 new LUP of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.372.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The  LUP of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.373.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new  of pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.374.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new LUP  pool (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.375.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new LUP of  (after debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.376.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new LUP of pool  debt is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.377.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new LUP of pool (after  is repaid)....VALID [written to mutants/Auctions/Auctions.mutant.378.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new LUP of pool (after debt  repaid)....VALID [written to mutants/Auctions/Auctions.mutant.379.sol] 
PROCESSING MUTANT: 1025:      *  @return newLup_                The new LUP of pool (after debt is repaid).  ==>       *  @return newLup_                The new LUP of pool (after debt is ...VALID [written to mutants/Auctions/Auctions.mutant.380.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       +  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.381.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       -  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.382.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       /  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.383.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       %  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.384.sol] 
     break;...VALID [written to mutants/Auctions/Auctions.mutant.385.sol] 
     continue;...VALID [written to mutants/Auctions/Auctions.mutant.386.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if false)...VALID [written to mutants/Auctions/Auctions.mutant.387.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_         if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.388.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True  auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.389.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if  is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.390.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction  settled by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.391.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is  by the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.392.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled  the take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.393.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by  take action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.394.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the  action. (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.395.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take  (NFT take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.396.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action.  take: rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.397.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT  rebalance borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.398.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take:  borrower collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.399.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance  collateral in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.400.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower  in pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.401.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral  pool if true)...VALID [written to mutants/Auctions/Auctions.mutant.402.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in  if true)...VALID [written to mutants/Auctions/Auctions.mutant.403.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool  true)...VALID [written to mutants/Auctions/Auctions.mutant.404.sol] 
PROCESSING MUTANT: 1026:      *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if true)  ==>       *  @return settledAuction_        True if auction is settled by the take action. (NFT take: rebalance borrower collateral in pool if ...VALID [written to mutants/Auctions/Auctions.mutant.405.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       +  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.406.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       -  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.407.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       /  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.408.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       %  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.409.sol] 
     break;...VALID [written to mutants/Auctions/Auctions.mutant.410.sol] 
     continue;...VALID [written to mutants/Auctions/Auctions.mutant.411.sol] 
PROCESSING MUTANT: 1027:      *  @return remainingCollateral_   Borrower collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)  ==>       *  @return remainingCollateral_    collateral remaining after take action. (NFT take: collateral to be rebalanced in case of NFT settlement)...VALID [written to mutants/Auctions/Auctions.mutant.412.sol] 
